-------------------------------------------------
Memory Layout Global Parameters:
/FEB_CONFIG/FPGA-DAQ/FPGA-DAQ-Channels:
 Mapped to UserSet/Get/Apply Configuration Device[8]
-------------------------------------------------
This device:
;UserSet/GetConfig Parameters:
;;Nb. of Address Bits = 8
;;Nb. of Data Bits = 8
;;Nb. of 8-bits Words  = 186
;;Available Bit Size  = 1488 bits
;;Used Bit Size  = 1488 bits
;Associated UserSet on CHANNEL_DAQ, Index = 1
;;Associated UserSet Error [0] =  Address set for user set config command 'CHANNEL_DAQ' (User Set Index '1') is greater than allowed nb of words in FPGA
;Associated UserGetCmd on CHANNEL_DAQ, Index = 1
;Associated Reset Variable on Direct Parameters = AdcFsmConfLock
;Blocks Transfer Allowed
-------------------------------------------------
Variables Layout:

Order;Check;Start Index;Next Index;Tree Name;Name;Bit Size;Min;Max;MSB First;Active Low;Default;Description;Comment
130;;152;168;/FEB_CONFIG/FPGA-DAQ/FPGA-DAQ-Channels/ASIC0/Thresholds/BaselineDAC/HG;HG;16;0;65535;;;32768;High Gain DAC baseline set (16-bits [0-65535]);MSb=168, LSb=152
131;;168;184;/FEB_CONFIG/FPGA-DAQ/FPGA-DAQ-Channels/ASIC0/Thresholds/BaselineDAC/LG;LG;16;0;65535;;;32768;Low Gain DAC baseline set (16-bits [0-65535]);MSb=184, LSb=168
132;;184;185;/FEB_CONFIG/FPGA-DAQ/FPGA-DAQ-Channels/ASIC0/Thresholds/BaselineDAC/HG_ApplyEn;HG_ApplyEn;1;0;1;;;1;Enable HG baseline DAC set during apply cycle;
133;;185;186;/FEB_CONFIG/FPGA-DAQ/FPGA-DAQ-Channels/ASIC0/Thresholds/BaselineDAC/LG_ApplyEn;LG_ApplyEn;1;0;1;;;1;Enable LG baseline DAC set during apply cycle;
134;;186;187;/FEB_CONFIG/FPGA-DAQ/FPGA-DAQ-Channels/ASIC1/Channels/Channel0/Hit_En;Hit_En;1;0;1;;;1;Enable Timing Event measurements;
135;;187;188;/FEB_CONFIG/FPGA-DAQ/FPGA-DAQ-Channels/ASIC1/Channels/Channel1/Hit_En;Hit_En;1;0;1;;;1;Enable Timing Event measurements;
136;;188;189;/FEB_CONFIG/FPGA-DAQ/FPGA-DAQ-Channels/ASIC1/Channels/Channel2/Hit_En;Hit_En;1;0;1;;;1;Enable Timing Event measurements;
137;;189;190;/FEB_CONFIG/FPGA-DAQ/FPGA-DAQ-Channels/ASIC1/Channels/Channel3/Hit_En;Hit_En;1;0;1;;;1;Enable Timing Event measurements;
138;;190;191;/FEB_CONFIG/FPGA-DAQ/FPGA-DAQ-Channels/ASIC1/Channels/Channel4/Hit_En;Hit_En;1;0;1;;;1;Enable Timing Event measurements;
139;;191;192;/FEB_CONFIG/FPGA-DAQ/FPGA-DAQ-Channels/ASIC1/Channels/Channel5/Hit_En;Hit_En;1;0;1;;;1;Enable Timing Event measurements;
140;;192;193;/FEB_CONFIG/FPGA-DAQ/FPGA-DAQ-Channels/ASIC1/Channels/Channel6/Hit_En;Hit_En;1;0;1;;;1;Enable Timing Event measurements;
141;;193;194;/FEB_CONFIG/FPGA-DAQ/FPGA-DAQ-Channels/ASIC1/Channels/Channel7/Hit_En;Hit_En;1;0;1;;;1;Enable Timing Event measurements;
142;;194;195;/FEB_CONFIG/FPGA-DAQ/FPGA-DAQ-Channels/ASIC1/Channels/Channel8/Hit_En;Hit_En;1;0;1;;;1;Enable Timing Event measurements;
143;;195;196;/FEB_CONFIG/FPGA-DAQ/FPGA-DAQ-Channels/ASIC1/Channels/Channel9/Hit_En;Hit_En;1;0;1;;;1;Enable Timing Event measurements;
144;;196;197;/FEB_CONFIG/FPGA-DAQ/FPGA-DAQ-Channels/ASIC1/Channels/Channel10/Hit_En;Hit_En;1;0;1;;;1;Enable Timing Event measurements;
145;;197;198;/FEB_CONFIG/FPGA-DAQ/FPGA-DAQ-Channels/ASIC1/Channels/Channel11/Hit_En;Hit_En;1;0;1;;;1;Enable Timing Event measurements;
146;;198;199;/FEB_CONFIG/FPGA-DAQ/FPGA-DAQ-Channels/ASIC1/Channels/Channel12/Hit_En;Hit_En;1;0;1;;;1;Enable Timing Event measurements;
147;;199;200;/FEB_CONFIG/FPGA-DAQ/FPGA-DAQ-Channels/ASIC1/Channels/Channel13/Hit_En;Hit_En;1;0;1;;;1;Enable Timing Event measurements;
148;;200;201;/FEB_CONFIG/FPGA-DAQ/FPGA-DAQ-Channels/ASIC1/Channels/Channel14/Hit_En;Hit_En;1;0;1;;;1;Enable Timing Event measurements;
149;;201;202;/FEB_CONFIG/FPGA-DAQ/FPGA-DAQ-Channels/ASIC1/Channels/Channel15/Hit_En;Hit_En;1;0;1;;;1;Enable Timing Event measurements;
150;;202;203;/FEB_CONFIG/FPGA-DAQ/FPGA-DAQ-Channels/ASIC1/Channels/Channel16/Hit_En;Hit_En;1;0;1;;;1;Enable Timing Event measurements;
151;;203;204;/FEB_CONFIG/FPGA-DAQ/FPGA-DAQ-Channels/ASIC1/Channels/Channel17/Hit_En;Hit_En;1;0;1;;;1;Enable Timing Event measurements;
152;;204;205;/FEB_CONFIG/FPGA-DAQ/FPGA-DAQ-Channels/ASIC1/Channels/Channel18/Hit_En;Hit_En;1;0;1;;;1;Enable Timing Event measurements;
153;;205;206;/FEB_CONFIG/FPGA-DAQ/FPGA-DAQ-Channels/ASIC1/Channels/Channel19/Hit_En;Hit_En;1;0;1;;;1;Enable Timing Event measurements;
154;;206;207;/FEB_CONFIG/FPGA-DAQ/FPGA-DAQ-Channels/ASIC1/Channels/Channel20/Hit_En;Hit_En;1;0;1;;;1;Enable Timing Event measurements;
155;;207;208;/FEB_CONFIG/FPGA-DAQ/FPGA-DAQ-Channels/ASIC1/Channels/Channel21/Hit_En;Hit_En;1;0;1;;;1;Enable Timing Event measurements;
156;;208;209;/FEB_CONFIG/FPGA-DAQ/FPGA-DAQ-Channels/ASIC1/Channels/Channel22/Hit_En;Hit_En;1;0;1;;;1;Enable Timing Event measurements;
157;;209;210;/FEB_CONFIG/FPGA-DAQ/FPGA-DAQ-Channels/ASIC1/Channels/Channel23/Hit_En;Hit_En;1;0;1;;;1;Enable Timing Event measurements;
158;;210;211;/FEB_CONFIG/FPGA-DAQ/FPGA-DAQ-Channels/ASIC1/Channels/Channel24/Hit_En;Hit_En;1;0;1;;;1;Enable Timing Event measurements;
159;;211;212;/FEB_CONFIG/FPGA-DAQ/FPGA-DAQ-Channels/ASIC1/Channels/Channel25/Hit_En;Hit_En;1;0;1;;;1;Enable Timing Event measurements;
160;;212;213;/FEB_CONFIG/FPGA-DAQ/FPGA-DAQ-Channels/ASIC1/Channels/Channel26/Hit_En;Hit_En;1;0;1;;;1;Enable Timing Event measurements;
161;;213;214;/FEB_CONFIG/FPGA-DAQ/FPGA-DAQ-Channels/ASIC1/Channels/Channel27/Hit_En;Hit_En;1;0;1;;;1;Enable Timing Event measurements;
162;;214;215;/FEB_CONFIG/FPGA-DAQ/FPGA-DAQ-Channels/ASIC1/Channels/Channel28/Hit_En;Hit_En;1;0;1;;;1;Enable Timing Event measurements;
163;;215;216;/FEB_CONFIG/FPGA-DAQ/FPGA-DAQ-Channels/ASIC1/Channels/Channel29/Hit_En;Hit_En;1;0;1;;;1;Enable Timing Event measurements;
164;;216;217;/FEB_CONFIG/FPGA-DAQ/FPGA-DAQ-Channels/ASIC1/Channels/Channel30/Hit_En;Hit_En;1;0;1;;;1;Enable Timing Event measurements;
165;;217;218;/FEB_CONFIG/FPGA-DAQ/FPGA-DAQ-Channels/ASIC1/Channels/Channel31/Hit_En;Hit_En;1;0;1;;;1;Enable Timing Event measurements;
166;;218;219;/FEB_CONFIG/FPGA-DAQ/FPGA-DAQ-Channels/ASIC1/Channels/Channel0/HG_En;HG_En;1;0;1;;;1;Enable High Gain Analog Event measurements;
167;;219;220;/FEB_CONFIG/FPGA-DAQ/FPGA-DAQ-Channels/ASIC1/Channels/Channel1/HG_En;HG_En;1;0;1;;;1;Enable High Gain Analog Event measurements;
168;;220;221;/FEB_CONFIG/FPGA-DAQ/FPGA-DAQ-Channels/ASIC1/Channels/Channel2/HG_En;HG_En;1;0;1;;;1;Enable High Gain Analog Event measurements;
169;;221;222;/FEB_CONFIG/FPGA-DAQ/FPGA-DAQ-Channels/ASIC1/Channels/Channel3/HG_En;HG_En;1;0;1;;;1;Enable High Gain Analog Event measurements;
170;;222;223;/FEB_CONFIG/FPGA-DAQ/FPGA-DAQ-Channels/ASIC1/Channels/Channel4/HG_En;HG_En;1;0;1;;;1;Enable High Gain Analog Event measurements;
171;;223;224;/FEB_CONFIG/FPGA-DAQ/FPGA-DAQ-Channels/ASIC1/Channels/Channel5/HG_En;HG_En;1;0;1;;;1;Enable High Gain Analog Event measurements;
172;;224;225;/FEB_CONFIG/FPGA-DAQ/FPGA-DAQ-Channels/ASIC1/Channels/Channel6/HG_En;HG_En;1;0;1;;;1;Enable High Gain Analog Event measurements;
173;;225;226;/FEB_CONFIG/FPGA-DAQ/FPGA-DAQ-Channels/ASIC1/Channels/Channel7/HG_En;HG_En;1;0;1;;;1;Enable High Gain Analog Event measurements;
174;;226;227;/FEB_CONFIG/FPGA-DAQ/FPGA-DAQ-Channels/ASIC1/Channels/Channel8/HG_En;HG_En;1;0;1;;;1;Enable High Gain Analog Event measurements;
175;;227;228;/FEB_CONFIG/FPGA-DAQ/FPGA-DAQ-Channels/ASIC1/Channels/Channel9/HG_En;HG_En;1;0;1;;;1;Enable High Gain Analog Event measurements;
176;;228;229;/FEB_CONFIG/FPGA-DAQ/FPGA-DAQ-Channels/ASIC1/Channels/Channel10/HG_En;HG_En;1;0;1;;;1;Enable High Gain Analog Event measurements;
177;;229;230;/FEB_CONFIG/FPGA-DAQ/FPGA-DAQ-Channels/ASIC1/Channels/Channel11/HG_En;HG_En;1;0;1;;;1;Enable High Gain Analog Event measurements;
178;;230;231;/FEB_CONFIG/FPGA-DAQ/FPGA-DAQ-Channels/ASIC1/Channels/Channel12/HG_En;HG_En;1;0;1;;;1;Enable High Gain Analog Event measurements;
179;;231;232;/FEB_CONFIG/FPGA-DAQ/FPGA-DAQ-Channels/ASIC1/Channels/Channel13/HG_En;HG_En;1;0;1;;;1;Enable High Gain Analog Event measurements;
180;;232;233;/FEB_CONFIG/FPGA-DAQ/FPGA-DAQ-Channels/ASIC1/Channels/Channel14/HG_En;HG_En;1;0;1;;;1;Enable High Gain Analog Event measurements;
181;;233;234;/FEB_CONFIG/FPGA-DAQ/FPGA-DAQ-Channels/ASIC1/Channels/Channel15/HG_En;HG_En;1;0;1;;;1;Enable High Gain Analog Event measurements;
182;;234;235;/FEB_CONFIG/FPGA-DAQ/FPGA-DAQ-Channels/ASIC1/Channels/Channel16/HG_En;HG_En;1;0;1;;;1;Enable High Gain Analog Event measurements;
183;;235;236;/FEB_CONFIG/FPGA-DAQ/FPGA-DAQ-Channels/ASIC1/Channels/Channel17/HG_En;HG_En;1;0;1;;;1;Enable High Gain Analog Event measurements;
184;;236;237;/FEB_CONFIG/FPGA-DAQ/FPGA-DAQ-Channels/ASIC1/Channels/Channel18/HG_En;HG_En;1;0;1;;;1;Enable High Gain Analog Event measurements;
185;;237;238;/FEB_CONFIG/FPGA-DAQ/FPGA-DAQ-Channels/ASIC1/Channels/Channel19/HG_En;HG_En;1;0;1;;;1;Enable High Gain Analog Event measurements;
186;;238;239;/FEB_CONFIG/FPGA-DAQ/FPGA-DAQ-Channels/ASIC1/Channels/Channel20/HG_En;HG_En;1;0;1;;;1;Enable High Gain Analog Event measurements;
187;;239;240;/FEB_CONFIG/FPGA-DAQ/FPGA-DAQ-Channels/ASIC1/Channels/Channel21/HG_En;HG_En;1;0;1;;;1;Enable High Gain Analog Event measurements;
188;;240;241;/FEB_CONFIG/FPGA-DAQ/FPGA-DAQ-Channels/ASIC1/Channels/Channel22/HG_En;HG_En;1;0;1;;;1;Enable High Gain Analog Event measurements;
189;;241;242;/FEB_CONFIG/FPGA-DAQ/FPGA-DAQ-Channels/ASIC1/Channels/Channel23/HG_En;HG_En;1;0;1;;;1;Enable High Gain Analog Event measurements;
190;;242;243;/FEB_CONFIG/FPGA-DAQ/FPGA-DAQ-Channels/ASIC1/Channels/Channel24/HG_En;HG_En;1;0;1;;;1;Enable High Gain Analog Event measurements;
191;;243;244;/FEB_CONFIG/FPGA-DAQ/FPGA-DAQ-Channels/ASIC1/Channels/Channel25/HG_En;HG_En;1;0;1;;;1;Enable High Gain Analog Event measurements;
192;;244;245;/FEB_CONFIG/FPGA-DAQ/FPGA-DAQ-Channels/ASIC1/Channels/Channel26/HG_En;HG_En;1;0;1;;;1;Enable High Gain Analog Event measurements;
193;;245;246;/FEB_CONFIG/FPGA-DAQ/FPGA-DAQ-Channels/ASIC1/Channels/Channel27/HG_En;HG_En;1;0;1;;;1;Enable High Gain Analog Event measurements;
194;;246;247;/FEB_CONFIG/FPGA-DAQ/FPGA-DAQ-Channels/ASIC1/Channels/Channel28/HG_En;HG_En;1;0;1;;;1;Enable High Gain Analog Event measurements;
195;;247;248;/FEB_CONFIG/FPGA-DAQ/FPGA-DAQ-Channels/ASIC1/Channels/Channel29/HG_En;HG_En;1;0;1;;;1;Enable High Gain Analog Event measurements;
196;;248;249;/FEB_CONFIG/FPGA-DAQ/FPGA-DAQ-Channels/ASIC1/Channels/Channel30/HG_En;HG_En;1;0;1;;;1;Enable High Gain Analog Event measurements;
197;;249;250;/FEB_CONFIG/FPGA-DAQ/FPGA-DAQ-Channels/ASIC1/Channels/Channel31/HG_En;HG_En;1;0;1;;;1;Enable High Gain Analog Event measurements;
198;;250;251;/FEB_CONFIG/FPGA-DAQ/FPGA-DAQ-Channels/ASIC1/Channels/Channel0/LG_En;LG_En;1;0;1;;;1;Enable Low Gain Analog Event measurements;
199;;251;252;/FEB_CONFIG/FPGA-DAQ/FPGA-DAQ-Channels/ASIC1/Channels/Channel1/LG_En;LG_En;1;0;1;;;1;Enable Low Gain Analog Event measurements;
200;;252;253;/FEB_CONFIG/FPGA-DAQ/FPGA-DAQ-Channels/ASIC1/Channels/Channel2/LG_En;LG_En;1;0;1;;;1;Enable Low Gain Analog Event measurements;
201;;253;254;/FEB_CONFIG/FPGA-DAQ/FPGA-DAQ-Channels/ASIC1/Channels/Channel3/LG_En;LG_En;1;0;1;;;1;Enable Low Gain Analog Event measurements;
202;;254;255;/FEB_CONFIG/FPGA-DAQ/FPGA-DAQ-Channels/ASIC1/Channels/Channel4/LG_En;LG_En;1;0;1;;;1;Enable Low Gain Analog Event measurements;
203;;255;256;/FEB_CONFIG/FPGA-DAQ/FPGA-DAQ-Channels/ASIC1/Channels/Channel5/LG_En;LG_En;1;0;1;;;1;Enable Low Gain Analog Event measurements;
204;;256;257;/FEB_CONFIG/FPGA-DAQ/FPGA-DAQ-Channels/ASIC1/Channels/Channel6/LG_En;LG_En;1;0;1;;;1;Enable Low Gain Analog Event measurements;
205;;257;258;/FEB_CONFIG/FPGA-DAQ/FPGA-DAQ-Channels/ASIC1/Channels/Channel7/LG_En;LG_En;1;0;1;;;1;Enable Low Gain Analog Event measurements;
206;;258;259;/FEB_CONFIG/FPGA-DAQ/FPGA-DAQ-Channels/ASIC1/Channels/Channel8/LG_En;LG_En;1;0;1;;;1;Enable Low Gain Analog Event measurements;
207;;259;260;/FEB_CONFIG/FPGA-DAQ/FPGA-DAQ-Channels/ASIC1/Channels/Channel9/LG_En;LG_En;1;0;1;;;1;Enable Low Gain Analog Event measurements;
208;;260;261;/FEB_CONFIG/FPGA-DAQ/FPGA-DAQ-Channels/ASIC1/Channels/Channel10/LG_En;LG_En;1;0;1;;;1;Enable Low Gain Analog Event measurements;
209;;261;262;/FEB_CONFIG/FPGA-DAQ/FPGA-DAQ-Channels/ASIC1/Channels/Channel11/LG_En;LG_En;1;0;1;;;1;Enable Low Gain Analog Event measurements;
210;;262;263;/FEB_CONFIG/FPGA-DAQ/FPGA-DAQ-Channels/ASIC1/Channels/Channel12/LG_En;LG_En;1;0;1;;;1;Enable Low Gain Analog Event measurements;
211;;263;264;/FEB_CONFIG/FPGA-DAQ/FPGA-DAQ-Channels/ASIC1/Channels/Channel13/LG_En;LG_En;1;0;1;;;1;Enable Low Gain Analog Event measurements;
212;;264;265;/FEB_CONFIG/FPGA-DAQ/FPGA-DAQ-Channels/ASIC1/Channels/Channel14/LG_En;LG_En;1;0;1;;;1;Enable Low Gain Analog Event measurements;
213;;265;266;/FEB_CONFIG/FPGA-DAQ/FPGA-DAQ-Channels/ASIC1/Channels/Channel15/LG_En;LG_En;1;0;1;;;1;Enable Low Gain Analog Event measurements;
214;;266;267;/FEB_CONFIG/FPGA-DAQ/FPGA-DAQ-Channels/ASIC1/Channels/Channel16/LG_En;LG_En;1;0;1;;;1;Enable Low Gain Analog Event measurements;
215;;267;268;/FEB_CONFIG/FPGA-DAQ/FPGA-DAQ-Channels/ASIC1/Channels/Channel17/LG_En;LG_En;1;0;1;;;1;Enable Low Gain Analog Event measurements;
216;;268;269;/FEB_CONFIG/FPGA-DAQ/FPGA-DAQ-Channels/ASIC1/Channels/Channel18/LG_En;LG_En;1;0;1;;;1;Enable Low Gain Analog Event measurements;
217;;269;270;/FEB_CONFIG/FPGA-DAQ/FPGA-DAQ-Channels/ASIC1/Channels/Channel19/LG_En;LG_En;1;0;1;;;1;Enable Low Gain Analog Event measurements;
218;;270;271;/FEB_CONFIG/FPGA-DAQ/FPGA-DAQ-Channels/ASIC1/Channels/Channel20/LG_En;LG_En;1;0;1;;;1;Enable Low Gain Analog Event measurements;
219;;271;272;/FEB_CONFIG/FPGA-DAQ/FPGA-DAQ-Channels/ASIC1/Channels/Channel21/LG_En;LG_En;1;0;1;;;1;Enable Low Gain Analog Event measurements;
220;;272;273;/FEB_CONFIG/FPGA-DAQ/FPGA-DAQ-Channels/ASIC1/Channels/Channel22/LG_En;LG_En;1;0;1;;;1;Enable Low Gain Analog Event measurements;
221;;273;274;/FEB_CONFIG/FPGA-DAQ/FPGA-DAQ-Channels/ASIC1/Channels/Channel23/LG_En;LG_En;1;0;1;;;1;Enable Low Gain Analog Event measurements;
222;;274;275;/FEB_CONFIG/FPGA-DAQ/FPGA-DAQ-Channels/ASIC1/Channels/Channel24/LG_En;LG_En;1;0;1;;;1;Enable Low Gain Analog Event measurements;
223;;275;276;/FEB_CONFIG/FPGA-DAQ/FPGA-DAQ-Channels/ASIC1/Channels/Channel25/LG_En;LG_En;1;0;1;;;1;Enable Low Gain Analog Event measurements;
224;;276;277;/FEB_CONFIG/FPGA-DAQ/FPGA-DAQ-Channels/ASIC1/Channels/Channel26/LG_En;LG_En;1;0;1;;;1;Enable Low Gain Analog Event measurements;
225;;277;278;/FEB_CONFIG/FPGA-DAQ/FPGA-DAQ-Channels/ASIC1/Channels/Channel27/LG_En;LG_En;1;0;1;;;1;Enable Low Gain Analog Event measurements;
226;;278;279;/FEB_CONFIG/FPGA-DAQ/FPGA-DAQ-Channels/ASIC1/Channels/Channel28/LG_En;LG_En;1;0;1;;;1;Enable Low Gain Analog Event measurements;
227;;279;280;/FEB_CONFIG/FPGA-DAQ/FPGA-DAQ-Channels/ASIC1/Channels/Channel29/LG_En;LG_En;1;0;1;;;1;Enable Low Gain Analog Event measurements;
228;;280;281;/FEB_CONFIG/FPGA-DAQ/FPGA-DAQ-Channels/ASIC1/Channels/Channel30/LG_En;LG_En;1;0;1;;;1;Enable Low Gain Analog Event measurements;
229;;281;282;/FEB_CONFIG/FPGA-DAQ/FPGA-DAQ-Channels/ASIC1/Channels/Channel31/LG_En;LG_En;1;0;1;;;1;Enable Low Gain Analog Event measurements;
230;;282;283;/FEB_CONFIG/FPGA-DAQ/FPGA-DAQ-Channels/ASIC1/Channels/Channel0/OR256tAdcEn;OR256tAdcEn;1;0;1;;;1;Enable ADC to be triggered by individual ASIC trigger output in Or32tADC mode;
231;;283;284;/FEB_CONFIG/FPGA-DAQ/FPGA-DAQ-Channels/ASIC1/Channels/Channel1/OR256tAdcEn;OR256tAdcEn;1;0;1;;;1;Enable ADC to be triggered by individual ASIC trigger output in Or32tADC mode;
232;;284;285;/FEB_CONFIG/FPGA-DAQ/FPGA-DAQ-Channels/ASIC1/Channels/Channel2/OR256tAdcEn;OR256tAdcEn;1;0;1;;;1;Enable ADC to be triggered by individual ASIC trigger output in Or32tADC mode;
233;;285;286;/FEB_CONFIG/FPGA-DAQ/FPGA-DAQ-Channels/ASIC1/Channels/Channel3/OR256tAdcEn;OR256tAdcEn;1;0;1;;;1;Enable ADC to be triggered by individual ASIC trigger output in Or32tADC mode;
234;;286;287;/FEB_CONFIG/FPGA-DAQ/FPGA-DAQ-Channels/ASIC1/Channels/Channel4/OR256tAdcEn;OR256tAdcEn;1;0;1;;;1;Enable ADC to be triggered by individual ASIC trigger output in Or32tADC mode;
235;;287;288;/FEB_CONFIG/FPGA-DAQ/FPGA-DAQ-Channels/ASIC1/Channels/Channel5/OR256tAdcEn;OR256tAdcEn;1;0;1;;;1;Enable ADC to be triggered by individual ASIC trigger output in Or32tADC mode;
236;;288;289;/FEB_CONFIG/FPGA-DAQ/FPGA-DAQ-Channels/ASIC1/Channels/Channel6/OR256tAdcEn;OR256tAdcEn;1;0;1;;;1;Enable ADC to be triggered by individual ASIC trigger output in Or32tADC mode;
237;;289;290;/FEB_CONFIG/FPGA-DAQ/FPGA-DAQ-Channels/ASIC1/Channels/Channel7/OR256tAdcEn;OR256tAdcEn;1;0;1;;;1;Enable ADC to be triggered by individual ASIC trigger output in Or32tADC mode;
238;;290;291;/FEB_CONFIG/FPGA-DAQ/FPGA-DAQ-Channels/ASIC1/Channels/Channel8/OR256tAdcEn;OR256tAdcEn;1;0;1;;;1;Enable ADC to be triggered by individual ASIC trigger output in Or32tADC mode;
239;;291;292;/FEB_CONFIG/FPGA-DAQ/FPGA-DAQ-Channels/ASIC1/Channels/Channel9/OR256tAdcEn;OR256tAdcEn;1;0;1;;;1;Enable ADC to be triggered by individual ASIC trigger output in Or32tADC mode;
240;;292;293;/FEB_CONFIG/FPGA-DAQ/FPGA-DAQ-Channels/ASIC1/Channels/Channel10/OR256tAdcEn;OR256tAdcEn;1;0;1;;;1;Enable ADC to be triggered by individual ASIC trigger output in Or32tADC mode;
241;;293;294;/FEB_CONFIG/FPGA-DAQ/FPGA-DAQ-Channels/ASIC1/Channels/Channel11/OR256tAdcEn;OR256tAdcEn;1;0;1;;;1;Enable ADC to be triggered by individual ASIC trigger output in Or32tADC mode;
242;;294;295;/FEB_CONFIG/FPGA-DAQ/FPGA-DAQ-Channels/ASIC1/Channels/Channel12/OR256tAdcEn;OR256tAdcEn;1;0;1;;;1;Enable ADC to be triggered by individual ASIC trigger output in Or32tADC mode;
243;;295;296;/FEB_CONFIG/FPGA-DAQ/FPGA-DAQ-Channels/ASIC1/Channels/Channel13/OR256tAdcEn;OR256tAdcEn;1;0;1;;;1;Enable ADC to be triggered by individual ASIC trigger output in Or32tADC mode;
244;;296;297;/FEB_CONFIG/FPGA-DAQ/FPGA-DAQ-Channels/ASIC1/Channels/Channel14/OR256tAdcEn;OR256tAdcEn;1;0;1;;;1;Enable ADC to be triggered by individual ASIC trigger output in Or32tADC mode;
245;;297;298;/FEB_CONFIG/FPGA-DAQ/FPGA-DAQ-Channels/ASIC1/Channels/Channel15/OR256tAdcEn;OR256tAdcEn;1;0;1;;;1;Enable ADC to be triggered by individual ASIC trigger output in Or32tADC mode;
246;;298;299;/FEB_CONFIG/FPGA-DAQ/FPGA-DAQ-Channels/ASIC1/Channels/Channel16/OR256tAdcEn;OR256tAdcEn;1;0;1;;;1;Enable ADC to be triggered by individual ASIC trigger output in Or32tADC mode;
247;;299;300;/FEB_CONFIG/FPGA-DAQ/FPGA-DAQ-Channels/ASIC1/Channels/Channel17/OR256tAdcEn;OR256tAdcEn;1;0;1;;;1;Enable ADC to be triggered by individual ASIC trigger output in Or32tADC mode;
248;;300;301;/FEB_CONFIG/FPGA-DAQ/FPGA-DAQ-Channels/ASIC1/Channels/Channel18/OR256tAdcEn;OR256tAdcEn;1;0;1;;;1;Enable ADC to be triggered by individual ASIC trigger output in Or32tADC mode;
249;;301;302;/FEB_CONFIG/FPGA-DAQ/FPGA-DAQ-Channels/ASIC1/Channels/Channel19/OR256tAdcEn;OR256tAdcEn;1;0;1;;;1;Enable ADC to be triggered by individual ASIC trigger output in Or32tADC mode;
250;;302;303;/FEB_CONFIG/FPGA-DAQ/FPGA-DAQ-Channels/ASIC1/Channels/Channel20/OR256tAdcEn;OR256tAdcEn;1;0;1;;;1;Enable ADC to be triggered by individual ASIC trigger output in Or32tADC mode;
251;;303;304;/FEB_CONFIG/FPGA-DAQ/FPGA-DAQ-Channels/ASIC1/Channels/Channel21/OR256tAdcEn;OR256tAdcEn;1;0;1;;;1;Enable ADC to be triggered by individual ASIC trigger output in Or32tADC mode;
252;;304;305;/FEB_CONFIG/FPGA-DAQ/FPGA-DAQ-Channels/ASIC1/Channels/Channel22/OR256tAdcEn;OR256tAdcEn;1;0;1;;;1;Enable ADC to be triggered by individual ASIC trigger output in Or32tADC mode;
253;;305;306;/FEB_CONFIG/FPGA-DAQ/FPGA-DAQ-Channels/ASIC1/Channels/Channel23/OR256tAdcEn;OR256tAdcEn;1;0;1;;;1;Enable ADC to be triggered by individual ASIC trigger output in Or32tADC mode;
254;;306;307;/FEB_CONFIG/FPGA-DAQ/FPGA-DAQ-Channels/ASIC1/Channels/Channel24/OR256tAdcEn;OR256tAdcEn;1;0;1;;;1;Enable ADC to be triggered by individual ASIC trigger output in Or32tADC mode;
255;;307;308;/FEB_CONFIG/FPGA-DAQ/FPGA-DAQ-Channels/ASIC1/Channels/Channel25/OR256tAdcEn;OR256tAdcEn;1;0;1;;;1;Enable ADC to be triggered by individual ASIC trigger output in Or32tADC mode;
256;;308;309;/FEB_CONFIG/FPGA-DAQ/FPGA-DAQ-Channels/ASIC1/Channels/Channel26/OR256tAdcEn;OR256tAdcEn;1;0;1;;;1;Enable ADC to be triggered by individual ASIC trigger output in Or32tADC mode;
257;;309;310;/FEB_CONFIG/FPGA-DAQ/FPGA-DAQ-Channels/ASIC1/Channels/Channel27/OR256tAdcEn;OR256tAdcEn;1;0;1;;;1;Enable ADC to be triggered by individual ASIC trigger output in Or32tADC mode;
258;;310;311;/FEB_CONFIG/FPGA-DAQ/FPGA-DAQ-Channels/ASIC1/Channels/Channel28/OR256tAdcEn;OR256tAdcEn;1;0;1;;;1;Enable ADC to be triggered by individual ASIC trigger output in Or32tADC mode;
259;;311;312;/FEB_CONFIG/FPGA-DAQ/FPGA-DAQ-Channels/ASIC1/Channels/Channel29/OR256tAdcEn;OR256tAdcEn;1;0;1;;;1;Enable ADC to be triggered by individual ASIC trigger output in Or32tADC mode;
260;;312;313;/FEB_CONFIG/FPGA-DAQ/FPGA-DAQ-Channels/ASIC1/Channels/Channel30/OR256tAdcEn;OR256tAdcEn;1;0;1;;;1;Enable ADC to be triggered by individual ASIC trigger output in Or32tADC mode;
261;;313;314;/FEB_CONFIG/FPGA-DAQ/FPGA-DAQ-Channels/ASIC1/Channels/Channel31/OR256tAdcEn;OR256tAdcEn;1;0;1;;;1;Enable ADC to be triggered by individual ASIC trigger output in Or32tADC mode;
262;;314;326;/FEB_CONFIG/FPGA-DAQ/FPGA-DAQ-Channels/ASIC1/Thresholds/FPGA-Analog-Compare/HG;HG;12;0;4095;;;4095;High Gain threshold to push DAQ from ADC values (12-bits [0-4095]);MSb=326, LSb=314
263;;326;338;/FEB_CONFIG/FPGA-DAQ/FPGA-DAQ-Channels/ASIC1/Thresholds/FPGA-Analog-Compare/LG;LG;12;0;4095;;;4095;Low Gain threshold to push DAQ from ADC values (12-bits [0-4095]);MSb=338, LSb=326
