-------------------------------------------------
Memory Layout Global Parameters:
/FEB_CONFIG/ASICS/ASIC3:
;Mapped to DPRAM Configuration Device[3]
;DPRAM Total Size (all devices) = 16384 bits (1024 x 16-bits)
;DPRAM Total Nb. of Address lines = 10 (16-bits data width)
;DPRAM Device Selection Address lines (MSBs) = 3
;DPRAM Device Sub-area Address lines (LSBs) = 7
-------------------------------------------------
This device:
;DPRAM Device Size = 128 x 16-bits (2048 bits)
;DPRAM Device Index = 3 (on DPRAM 3-bits MSB address lines)
;DPRAM Device Arguments Length = 72 (1152 bits)
;DPRAM Device Apply Field = 255
;DPRAM Device Available Bit Size  = 2048 bits
;DPRAM Device Transferred Bit Size  = 1152 bits
;DPRAM Device Used Bit Size  = 1144 bits
-------------------------------------------------
Variables Layout:

Order;Check;Start Index;Next Index;Tree Name;Name;Bit Size;Min;Max;MSB First;Active Low;Default;Description;Comment
136;;805;804;/FEB_CONFIG/ASICS/ASIC3/Channels/Channel0/inputDAC_En;inputDAC_En;1;0;1;;;1;Enable Input DAC;
137;;804;796;/FEB_CONFIG/ASICS/ASIC3/Channels/Channel1/inputDAC;inputDAC;8;0;255;;;0;Input DAC level (8-bits, [0-255], 0=5V on DAC i.e. Min HV on SiPM);MSb=804, LSb=796
138;;796;795;/FEB_CONFIG/ASICS/ASIC3/Channels/Channel1/inputDAC_En;inputDAC_En;1;0;1;;;1;Enable Input DAC;
139;;795;787;/FEB_CONFIG/ASICS/ASIC3/Channels/Channel2/inputDAC;inputDAC;8;0;255;;;0;Input DAC level (8-bits, [0-255], 0=5V on DAC i.e. Min HV on SiPM);MSb=795, LSb=787
140;;787;786;/FEB_CONFIG/ASICS/ASIC3/Channels/Channel2/inputDAC_En;inputDAC_En;1;0;1;;;1;Enable Input DAC;
141;;786;778;/FEB_CONFIG/ASICS/ASIC3/Channels/Channel3/inputDAC;inputDAC;8;0;255;;;0;Input DAC level (8-bits, [0-255], 0=5V on DAC i.e. Min HV on SiPM);MSb=786, LSb=778
142;;778;777;/FEB_CONFIG/ASICS/ASIC3/Channels/Channel3/inputDAC_En;inputDAC_En;1;0;1;;;1;Enable Input DAC;
143;;777;769;/FEB_CONFIG/ASICS/ASIC3/Channels/Channel4/inputDAC;inputDAC;8;0;255;;;0;Input DAC level (8-bits, [0-255], 0=5V on DAC i.e. Min HV on SiPM);MSb=777, LSb=769
144;;769;768;/FEB_CONFIG/ASICS/ASIC3/Channels/Channel4/inputDAC_En;inputDAC_En;1;0;1;;;1;Enable Input DAC;
145;;768;760;/FEB_CONFIG/ASICS/ASIC3/Channels/Channel5/inputDAC;inputDAC;8;0;255;;;0;Input DAC level (8-bits, [0-255], 0=5V on DAC i.e. Min HV on SiPM);MSb=768, LSb=760
146;;760;759;/FEB_CONFIG/ASICS/ASIC3/Channels/Channel5/inputDAC_En;inputDAC_En;1;0;1;;;1;Enable Input DAC;
147;;759;751;/FEB_CONFIG/ASICS/ASIC3/Channels/Channel6/inputDAC;inputDAC;8;0;255;;;0;Input DAC level (8-bits, [0-255], 0=5V on DAC i.e. Min HV on SiPM);MSb=759, LSb=751
148;;751;750;/FEB_CONFIG/ASICS/ASIC3/Channels/Channel6/inputDAC_En;inputDAC_En;1;0;1;;;1;Enable Input DAC;
149;;750;742;/FEB_CONFIG/ASICS/ASIC3/Channels/Channel7/inputDAC;inputDAC;8;0;255;;;0;Input DAC level (8-bits, [0-255], 0=5V on DAC i.e. Min HV on SiPM);MSb=750, LSb=742
150;;742;741;/FEB_CONFIG/ASICS/ASIC3/Channels/Channel7/inputDAC_En;inputDAC_En;1;0;1;;;1;Enable Input DAC;
151;;741;733;/FEB_CONFIG/ASICS/ASIC3/Channels/Channel8/inputDAC;inputDAC;8;0;255;;;0;Input DAC level (8-bits, [0-255], 0=5V on DAC i.e. Min HV on SiPM);MSb=741, LSb=733
152;;733;732;/FEB_CONFIG/ASICS/ASIC3/Channels/Channel8/inputDAC_En;inputDAC_En;1;0;1;;;1;Enable Input DAC;
153;;732;724;/FEB_CONFIG/ASICS/ASIC3/Channels/Channel9/inputDAC;inputDAC;8;0;255;;;0;Input DAC level (8-bits, [0-255], 0=5V on DAC i.e. Min HV on SiPM);MSb=732, LSb=724
154;;724;723;/FEB_CONFIG/ASICS/ASIC3/Channels/Channel9/inputDAC_En;inputDAC_En;1;0;1;;;1;Enable Input DAC;
155;;723;715;/FEB_CONFIG/ASICS/ASIC3/Channels/Channel10/inputDAC;inputDAC;8;0;255;;;0;Input DAC level (8-bits, [0-255], 0=5V on DAC i.e. Min HV on SiPM);MSb=723, LSb=715
156;;715;714;/FEB_CONFIG/ASICS/ASIC3/Channels/Channel10/inputDAC_En;inputDAC_En;1;0;1;;;1;Enable Input DAC;
157;;714;706;/FEB_CONFIG/ASICS/ASIC3/Channels/Channel11/inputDAC;inputDAC;8;0;255;;;0;Input DAC level (8-bits, [0-255], 0=5V on DAC i.e. Min HV on SiPM);MSb=714, LSb=706
158;;706;705;/FEB_CONFIG/ASICS/ASIC3/Channels/Channel11/inputDAC_En;inputDAC_En;1;0;1;;;1;Enable Input DAC;
159;;705;697;/FEB_CONFIG/ASICS/ASIC3/Channels/Channel12/inputDAC;inputDAC;8;0;255;;;0;Input DAC level (8-bits, [0-255], 0=5V on DAC i.e. Min HV on SiPM);MSb=705, LSb=697
160;;697;696;/FEB_CONFIG/ASICS/ASIC3/Channels/Channel12/inputDAC_En;inputDAC_En;1;0;1;;;1;Enable Input DAC;
161;;696;688;/FEB_CONFIG/ASICS/ASIC3/Channels/Channel13/inputDAC;inputDAC;8;0;255;;;0;Input DAC level (8-bits, [0-255], 0=5V on DAC i.e. Min HV on SiPM);MSb=696, LSb=688
162;;688;687;/FEB_CONFIG/ASICS/ASIC3/Channels/Channel13/inputDAC_En;inputDAC_En;1;0;1;;;1;Enable Input DAC;
163;;687;679;/FEB_CONFIG/ASICS/ASIC3/Channels/Channel14/inputDAC;inputDAC;8;0;255;;;0;Input DAC level (8-bits, [0-255], 0=5V on DAC i.e. Min HV on SiPM);MSb=687, LSb=679
164;;679;678;/FEB_CONFIG/ASICS/ASIC3/Channels/Channel14/inputDAC_En;inputDAC_En;1;0;1;;;1;Enable Input DAC;
165;;678;670;/FEB_CONFIG/ASICS/ASIC3/Channels/Channel15/inputDAC;inputDAC;8;0;255;;;0;Input DAC level (8-bits, [0-255], 0=5V on DAC i.e. Min HV on SiPM);MSb=678, LSb=670
166;;670;669;/FEB_CONFIG/ASICS/ASIC3/Channels/Channel15/inputDAC_En;inputDAC_En;1;0;1;;;1;Enable Input DAC;
167;;669;661;/FEB_CONFIG/ASICS/ASIC3/Channels/Channel16/inputDAC;inputDAC;8;0;255;;;0;Input DAC level (8-bits, [0-255], 0=5V on DAC i.e. Min HV on SiPM);MSb=669, LSb=661
168;;661;660;/FEB_CONFIG/ASICS/ASIC3/Channels/Channel16/inputDAC_En;inputDAC_En;1;0;1;;;1;Enable Input DAC;
169;;660;652;/FEB_CONFIG/ASICS/ASIC3/Channels/Channel17/inputDAC;inputDAC;8;0;255;;;0;Input DAC level (8-bits, [0-255], 0=5V on DAC i.e. Min HV on SiPM);MSb=660, LSb=652
170;;652;651;/FEB_CONFIG/ASICS/ASIC3/Channels/Channel17/inputDAC_En;inputDAC_En;1;0;1;;;1;Enable Input DAC;
171;;651;643;/FEB_CONFIG/ASICS/ASIC3/Channels/Channel18/inputDAC;inputDAC;8;0;255;;;0;Input DAC level (8-bits, [0-255], 0=5V on DAC i.e. Min HV on SiPM);MSb=651, LSb=643
172;;643;642;/FEB_CONFIG/ASICS/ASIC3/Channels/Channel18/inputDAC_En;inputDAC_En;1;0;1;;;1;Enable Input DAC;
173;;642;634;/FEB_CONFIG/ASICS/ASIC3/Channels/Channel19/inputDAC;inputDAC;8;0;255;;;0;Input DAC level (8-bits, [0-255], 0=5V on DAC i.e. Min HV on SiPM);MSb=642, LSb=634
174;;634;633;/FEB_CONFIG/ASICS/ASIC3/Channels/Channel19/inputDAC_En;inputDAC_En;1;0;1;;;1;Enable Input DAC;
175;;633;625;/FEB_CONFIG/ASICS/ASIC3/Channels/Channel20/inputDAC;inputDAC;8;0;255;;;0;Input DAC level (8-bits, [0-255], 0=5V on DAC i.e. Min HV on SiPM);MSb=633, LSb=625
176;;625;624;/FEB_CONFIG/ASICS/ASIC3/Channels/Channel20/inputDAC_En;inputDAC_En;1;0;1;;;1;Enable Input DAC;
177;;624;616;/FEB_CONFIG/ASICS/ASIC3/Channels/Channel21/inputDAC;inputDAC;8;0;255;;;0;Input DAC level (8-bits, [0-255], 0=5V on DAC i.e. Min HV on SiPM);MSb=624, LSb=616
178;;616;615;/FEB_CONFIG/ASICS/ASIC3/Channels/Channel21/inputDAC_En;inputDAC_En;1;0;1;;;1;Enable Input DAC;
179;;615;607;/FEB_CONFIG/ASICS/ASIC3/Channels/Channel22/inputDAC;inputDAC;8;0;255;;;0;Input DAC level (8-bits, [0-255], 0=5V on DAC i.e. Min HV on SiPM);MSb=615, LSb=607
180;;607;606;/FEB_CONFIG/ASICS/ASIC3/Channels/Channel22/inputDAC_En;inputDAC_En;1;0;1;;;1;Enable Input DAC;
181;;606;598;/FEB_CONFIG/ASICS/ASIC3/Channels/Channel23/inputDAC;inputDAC;8;0;255;;;0;Input DAC level (8-bits, [0-255], 0=5V on DAC i.e. Min HV on SiPM);MSb=606, LSb=598
182;;598;597;/FEB_CONFIG/ASICS/ASIC3/Channels/Channel23/inputDAC_En;inputDAC_En;1;0;1;;;1;Enable Input DAC;
183;;597;589;/FEB_CONFIG/ASICS/ASIC3/Channels/Channel24/inputDAC;inputDAC;8;0;255;;;0;Input DAC level (8-bits, [0-255], 0=5V on DAC i.e. Min HV on SiPM);MSb=597, LSb=589
184;;589;588;/FEB_CONFIG/ASICS/ASIC3/Channels/Channel24/inputDAC_En;inputDAC_En;1;0;1;;;1;Enable Input DAC;
185;;588;580;/FEB_CONFIG/ASICS/ASIC3/Channels/Channel25/inputDAC;inputDAC;8;0;255;;;0;Input DAC level (8-bits, [0-255], 0=5V on DAC i.e. Min HV on SiPM);MSb=588, LSb=580
186;;580;579;/FEB_CONFIG/ASICS/ASIC3/Channels/Channel25/inputDAC_En;inputDAC_En;1;0;1;;;1;Enable Input DAC;
187;;579;571;/FEB_CONFIG/ASICS/ASIC3/Channels/Channel26/inputDAC;inputDAC;8;0;255;;;0;Input DAC level (8-bits, [0-255], 0=5V on DAC i.e. Min HV on SiPM);MSb=579, LSb=571
188;;571;570;/FEB_CONFIG/ASICS/ASIC3/Channels/Channel26/inputDAC_En;inputDAC_En;1;0;1;;;1;Enable Input DAC;
189;;570;562;/FEB_CONFIG/ASICS/ASIC3/Channels/Channel27/inputDAC;inputDAC;8;0;255;;;0;Input DAC level (8-bits, [0-255], 0=5V on DAC i.e. Min HV on SiPM);MSb=570, LSb=562
190;;562;561;/FEB_CONFIG/ASICS/ASIC3/Channels/Channel27/inputDAC_En;inputDAC_En;1;0;1;;;1;Enable Input DAC;
191;;561;553;/FEB_CONFIG/ASICS/ASIC3/Channels/Channel28/inputDAC;inputDAC;8;0;255;;;0;Input DAC level (8-bits, [0-255], 0=5V on DAC i.e. Min HV on SiPM);MSb=561, LSb=553
192;;553;552;/FEB_CONFIG/ASICS/ASIC3/Channels/Channel28/inputDAC_En;inputDAC_En;1;0;1;;;1;Enable Input DAC;
193;;552;544;/FEB_CONFIG/ASICS/ASIC3/Channels/Channel29/inputDAC;inputDAC;8;0;255;;;0;Input DAC level (8-bits, [0-255], 0=5V on DAC i.e. Min HV on SiPM);MSb=552, LSb=544
194;;544;543;/FEB_CONFIG/ASICS/ASIC3/Channels/Channel29/inputDAC_En;inputDAC_En;1;0;1;;;1;Enable Input DAC;
195;;543;535;/FEB_CONFIG/ASICS/ASIC3/Channels/Channel30/inputDAC;inputDAC;8;0;255;;;0;Input DAC level (8-bits, [0-255], 0=5V on DAC i.e. Min HV on SiPM);MSb=543, LSb=535
196;;535;534;/FEB_CONFIG/ASICS/ASIC3/Channels/Channel30/inputDAC_En;inputDAC_En;1;0;1;;;1;Enable Input DAC;
197;;534;526;/FEB_CONFIG/ASICS/ASIC3/Channels/Channel31/inputDAC;inputDAC;8;0;255;;;0;Input DAC level (8-bits, [0-255], 0=5V on DAC i.e. Min HV on SiPM);MSb=534, LSb=526
198;;526;525;/FEB_CONFIG/ASICS/ASIC3/Channels/Channel31/inputDAC_En;inputDAC_En;1;0;1;;;1;Enable Input DAC;
199;;525;519;/FEB_CONFIG/ASICS/ASIC3/Channels/Channel0/HG_Gain;HG_Gain;6;0;63;;;0;Preamplifier High Gain (6-bits, [0-63]);MSb=525, LSb=519
200;;519;513;/FEB_CONFIG/ASICS/ASIC3/Channels/Channel0/LG_Gain;LG_Gain;6;0;63;;;0;Preamplifier Low Gain (6-bits, [0-63]);MSb=519, LSb=513
201;;513;512;/FEB_CONFIG/ASICS/ASIC3/Channels/Channel0/HG_CTest;HG_CTest;1;0;1;;;0;Switch High Gain input channel to calibration input;
202;;512;511;/FEB_CONFIG/ASICS/ASIC3/Channels/Channel0/LG_CTest;LG_CTest;1;0;1;;;0;Switch Low Gain input channel to calibration input;
203;;511;510;/FEB_CONFIG/ASICS/ASIC3/Channels/Channel0/PA_DIS;PA_DIS;1;0;1;;;0;Disable preamplifier;
204;;510;504;/FEB_CONFIG/ASICS/ASIC3/Channels/Channel1/HG_Gain;HG_Gain;6;0;63;;;0;Preamplifier High Gain (6-bits, [0-63]);MSb=510, LSb=504
205;;504;498;/FEB_CONFIG/ASICS/ASIC3/Channels/Channel1/LG_Gain;LG_Gain;6;0;63;;;0;Preamplifier Low Gain (6-bits, [0-63]);MSb=504, LSb=498
206;;498;497;/FEB_CONFIG/ASICS/ASIC3/Channels/Channel1/HG_CTest;HG_CTest;1;0;1;;;0;Switch High Gain input channel to calibration input;
207;;497;496;/FEB_CONFIG/ASICS/ASIC3/Channels/Channel1/LG_CTest;LG_CTest;1;0;1;;;0;Switch Low Gain input channel to calibration input;
208;;496;495;/FEB_CONFIG/ASICS/ASIC3/Channels/Channel1/PA_DIS;PA_DIS;1;0;1;;;0;Disable preamplifier;
209;;495;489;/FEB_CONFIG/ASICS/ASIC3/Channels/Channel2/HG_Gain;HG_Gain;6;0;63;;;0;Preamplifier High Gain (6-bits, [0-63]);MSb=495, LSb=489
210;;489;483;/FEB_CONFIG/ASICS/ASIC3/Channels/Channel2/LG_Gain;LG_Gain;6;0;63;;;0;Preamplifier Low Gain (6-bits, [0-63]);MSb=489, LSb=483
211;;483;482;/FEB_CONFIG/ASICS/ASIC3/Channels/Channel2/HG_CTest;HG_CTest;1;0;1;;;0;Switch High Gain input channel to calibration input;
212;;482;481;/FEB_CONFIG/ASICS/ASIC3/Channels/Channel2/LG_CTest;LG_CTest;1;0;1;;;0;Switch Low Gain input channel to calibration input;
213;;481;480;/FEB_CONFIG/ASICS/ASIC3/Channels/Channel2/PA_DIS;PA_DIS;1;0;1;;;0;Disable preamplifier;
214;;480;474;/FEB_CONFIG/ASICS/ASIC3/Channels/Channel3/HG_Gain;HG_Gain;6;0;63;;;0;Preamplifier High Gain (6-bits, [0-63]);MSb=480, LSb=474
215;;474;468;/FEB_CONFIG/ASICS/ASIC3/Channels/Channel3/LG_Gain;LG_Gain;6;0;63;;;0;Preamplifier Low Gain (6-bits, [0-63]);MSb=474, LSb=468
216;;468;467;/FEB_CONFIG/ASICS/ASIC3/Channels/Channel3/HG_CTest;HG_CTest;1;0;1;;;0;Switch High Gain input channel to calibration input;
217;;467;466;/FEB_CONFIG/ASICS/ASIC3/Channels/Channel3/LG_CTest;LG_CTest;1;0;1;;;0;Switch Low Gain input channel to calibration input;
218;;466;465;/FEB_CONFIG/ASICS/ASIC3/Channels/Channel3/PA_DIS;PA_DIS;1;0;1;;;0;Disable preamplifier;
219;;465;459;/FEB_CONFIG/ASICS/ASIC3/Channels/Channel4/HG_Gain;HG_Gain;6;0;63;;;0;Preamplifier High Gain (6-bits, [0-63]);MSb=465, LSb=459
220;;459;453;/FEB_CONFIG/ASICS/ASIC3/Channels/Channel4/LG_Gain;LG_Gain;6;0;63;;;0;Preamplifier Low Gain (6-bits, [0-63]);MSb=459, LSb=453
221;;453;452;/FEB_CONFIG/ASICS/ASIC3/Channels/Channel4/HG_CTest;HG_CTest;1;0;1;;;0;Switch High Gain input channel to calibration input;
222;;452;451;/FEB_CONFIG/ASICS/ASIC3/Channels/Channel4/LG_CTest;LG_CTest;1;0;1;;;0;Switch Low Gain input channel to calibration input;
223;;451;450;/FEB_CONFIG/ASICS/ASIC3/Channels/Channel4/PA_DIS;PA_DIS;1;0;1;;;0;Disable preamplifier;
224;;450;444;/FEB_CONFIG/ASICS/ASIC3/Channels/Channel5/HG_Gain;HG_Gain;6;0;63;;;0;Preamplifier High Gain (6-bits, [0-63]);MSb=450, LSb=444
225;;444;438;/FEB_CONFIG/ASICS/ASIC3/Channels/Channel5/LG_Gain;LG_Gain;6;0;63;;;0;Preamplifier Low Gain (6-bits, [0-63]);MSb=444, LSb=438
226;;438;437;/FEB_CONFIG/ASICS/ASIC3/Channels/Channel5/HG_CTest;HG_CTest;1;0;1;;;0;Switch High Gain input channel to calibration input;
227;;437;436;/FEB_CONFIG/ASICS/ASIC3/Channels/Channel5/LG_CTest;LG_CTest;1;0;1;;;0;Switch Low Gain input channel to calibration input;
228;;436;435;/FEB_CONFIG/ASICS/ASIC3/Channels/Channel5/PA_DIS;PA_DIS;1;0;1;;;0;Disable preamplifier;
229;;435;429;/FEB_CONFIG/ASICS/ASIC3/Channels/Channel6/HG_Gain;HG_Gain;6;0;63;;;0;Preamplifier High Gain (6-bits, [0-63]);MSb=435, LSb=429
230;;429;423;/FEB_CONFIG/ASICS/ASIC3/Channels/Channel6/LG_Gain;LG_Gain;6;0;63;;;0;Preamplifier Low Gain (6-bits, [0-63]);MSb=429, LSb=423
231;;423;422;/FEB_CONFIG/ASICS/ASIC3/Channels/Channel6/HG_CTest;HG_CTest;1;0;1;;;0;Switch High Gain input channel to calibration input;
232;;422;421;/FEB_CONFIG/ASICS/ASIC3/Channels/Channel6/LG_CTest;LG_CTest;1;0;1;;;0;Switch Low Gain input channel to calibration input;
233;;421;420;/FEB_CONFIG/ASICS/ASIC3/Channels/Channel6/PA_DIS;PA_DIS;1;0;1;;;0;Disable preamplifier;
234;;420;414;/FEB_CONFIG/ASICS/ASIC3/Channels/Channel7/HG_Gain;HG_Gain;6;0;63;;;0;Preamplifier High Gain (6-bits, [0-63]);MSb=420, LSb=414
235;;414;408;/FEB_CONFIG/ASICS/ASIC3/Channels/Channel7/LG_Gain;LG_Gain;6;0;63;;;0;Preamplifier Low Gain (6-bits, [0-63]);MSb=414, LSb=408
236;;408;407;/FEB_CONFIG/ASICS/ASIC3/Channels/Channel7/HG_CTest;HG_CTest;1;0;1;;;0;Switch High Gain input channel to calibration input;
237;;407;406;/FEB_CONFIG/ASICS/ASIC3/Channels/Channel7/LG_CTest;LG_CTest;1;0;1;;;0;Switch Low Gain input channel to calibration input;
238;;406;405;/FEB_CONFIG/ASICS/ASIC3/Channels/Channel7/PA_DIS;PA_DIS;1;0;1;;;0;Disable preamplifier;
239;;405;399;/FEB_CONFIG/ASICS/ASIC3/Channels/Channel8/HG_Gain;HG_Gain;6;0;63;;;0;Preamplifier High Gain (6-bits, [0-63]);MSb=405, LSb=399
240;;399;393;/FEB_CONFIG/ASICS/ASIC3/Channels/Channel8/LG_Gain;LG_Gain;6;0;63;;;0;Preamplifier Low Gain (6-bits, [0-63]);MSb=399, LSb=393
241;;393;392;/FEB_CONFIG/ASICS/ASIC3/Channels/Channel8/HG_CTest;HG_CTest;1;0;1;;;0;Switch High Gain input channel to calibration input;
242;;392;391;/FEB_CONFIG/ASICS/ASIC3/Channels/Channel8/LG_CTest;LG_CTest;1;0;1;;;0;Switch Low Gain input channel to calibration input;
243;;391;390;/FEB_CONFIG/ASICS/ASIC3/Channels/Channel8/PA_DIS;PA_DIS;1;0;1;;;0;Disable preamplifier;
244;;390;384;/FEB_CONFIG/ASICS/ASIC3/Channels/Channel9/HG_Gain;HG_Gain;6;0;63;;;0;Preamplifier High Gain (6-bits, [0-63]);MSb=390, LSb=384
245;;384;378;/FEB_CONFIG/ASICS/ASIC3/Channels/Channel9/LG_Gain;LG_Gain;6;0;63;;;0;Preamplifier Low Gain (6-bits, [0-63]);MSb=384, LSb=378
246;;378;377;/FEB_CONFIG/ASICS/ASIC3/Channels/Channel9/HG_CTest;HG_CTest;1;0;1;;;0;Switch High Gain input channel to calibration input;
247;;377;376;/FEB_CONFIG/ASICS/ASIC3/Channels/Channel9/LG_CTest;LG_CTest;1;0;1;;;0;Switch Low Gain input channel to calibration input;
248;;376;375;/FEB_CONFIG/ASICS/ASIC3/Channels/Channel9/PA_DIS;PA_DIS;1;0;1;;;0;Disable preamplifier;
249;;375;369;/FEB_CONFIG/ASICS/ASIC3/Channels/Channel10/HG_Gain;HG_Gain;6;0;63;;;0;Preamplifier High Gain (6-bits, [0-63]);MSb=375, LSb=369
250;;369;363;/FEB_CONFIG/ASICS/ASIC3/Channels/Channel10/LG_Gain;LG_Gain;6;0;63;;;0;Preamplifier Low Gain (6-bits, [0-63]);MSb=369, LSb=363
251;;363;362;/FEB_CONFIG/ASICS/ASIC3/Channels/Channel10/HG_CTest;HG_CTest;1;0;1;;;0;Switch High Gain input channel to calibration input;
252;;362;361;/FEB_CONFIG/ASICS/ASIC3/Channels/Channel10/LG_CTest;LG_CTest;1;0;1;;;0;Switch Low Gain input channel to calibration input;
253;;361;360;/FEB_CONFIG/ASICS/ASIC3/Channels/Channel10/PA_DIS;PA_DIS;1;0;1;;;0;Disable preamplifier;
254;;360;354;/FEB_CONFIG/ASICS/ASIC3/Channels/Channel11/HG_Gain;HG_Gain;6;0;63;;;0;Preamplifier High Gain (6-bits, [0-63]);MSb=360, LSb=354
255;;354;348;/FEB_CONFIG/ASICS/ASIC3/Channels/Channel11/LG_Gain;LG_Gain;6;0;63;;;0;Preamplifier Low Gain (6-bits, [0-63]);MSb=354, LSb=348
256;;348;347;/FEB_CONFIG/ASICS/ASIC3/Channels/Channel11/HG_CTest;HG_CTest;1;0;1;;;0;Switch High Gain input channel to calibration input;
257;;347;346;/FEB_CONFIG/ASICS/ASIC3/Channels/Channel11/LG_CTest;LG_CTest;1;0;1;;;0;Switch Low Gain input channel to calibration input;
258;;346;345;/FEB_CONFIG/ASICS/ASIC3/Channels/Channel11/PA_DIS;PA_DIS;1;0;1;;;0;Disable preamplifier;
259;;345;339;/FEB_CONFIG/ASICS/ASIC3/Channels/Channel12/HG_Gain;HG_Gain;6;0;63;;;0;Preamplifier High Gain (6-bits, [0-63]);MSb=345, LSb=339
260;;339;333;/FEB_CONFIG/ASICS/ASIC3/Channels/Channel12/LG_Gain;LG_Gain;6;0;63;;;0;Preamplifier Low Gain (6-bits, [0-63]);MSb=339, LSb=333
261;;333;332;/FEB_CONFIG/ASICS/ASIC3/Channels/Channel12/HG_CTest;HG_CTest;1;0;1;;;0;Switch High Gain input channel to calibration input;
262;;332;331;/FEB_CONFIG/ASICS/ASIC3/Channels/Channel12/LG_CTest;LG_CTest;1;0;1;;;0;Switch Low Gain input channel to calibration input;
263;;331;330;/FEB_CONFIG/ASICS/ASIC3/Channels/Channel12/PA_DIS;PA_DIS;1;0;1;;;0;Disable preamplifier;
264;;330;324;/FEB_CONFIG/ASICS/ASIC3/Channels/Channel13/HG_Gain;HG_Gain;6;0;63;;;0;Preamplifier High Gain (6-bits, [0-63]);MSb=330, LSb=324
265;;324;318;/FEB_CONFIG/ASICS/ASIC3/Channels/Channel13/LG_Gain;LG_Gain;6;0;63;;;0;Preamplifier Low Gain (6-bits, [0-63]);MSb=324, LSb=318
266;;318;317;/FEB_CONFIG/ASICS/ASIC3/Channels/Channel13/HG_CTest;HG_CTest;1;0;1;;;0;Switch High Gain input channel to calibration input;
267;;317;316;/FEB_CONFIG/ASICS/ASIC3/Channels/Channel13/LG_CTest;LG_CTest;1;0;1;;;0;Switch Low Gain input channel to calibration input;
268;;316;315;/FEB_CONFIG/ASICS/ASIC3/Channels/Channel13/PA_DIS;PA_DIS;1;0;1;;;0;Disable preamplifier;
269;;315;309;/FEB_CONFIG/ASICS/ASIC3/Channels/Channel14/HG_Gain;HG_Gain;6;0;63;;;0;Preamplifier High Gain (6-bits, [0-63]);MSb=315, LSb=309
270;;309;303;/FEB_CONFIG/ASICS/ASIC3/Channels/Channel14/LG_Gain;LG_Gain;6;0;63;;;0;Preamplifier Low Gain (6-bits, [0-63]);MSb=309, LSb=303
271;;303;302;/FEB_CONFIG/ASICS/ASIC3/Channels/Channel14/HG_CTest;HG_CTest;1;0;1;;;0;Switch High Gain input channel to calibration input;
272;;302;301;/FEB_CONFIG/ASICS/ASIC3/Channels/Channel14/LG_CTest;LG_CTest;1;0;1;;;0;Switch Low Gain input channel to calibration input;
273;;301;300;/FEB_CONFIG/ASICS/ASIC3/Channels/Channel14/PA_DIS;PA_DIS;1;0;1;;;0;Disable preamplifier;
274;;300;294;/FEB_CONFIG/ASICS/ASIC3/Channels/Channel15/HG_Gain;HG_Gain;6;0;63;;;0;Preamplifier High Gain (6-bits, [0-63]);MSb=300, LSb=294
275;;294;288;/FEB_CONFIG/ASICS/ASIC3/Channels/Channel15/LG_Gain;LG_Gain;6;0;63;;;0;Preamplifier Low Gain (6-bits, [0-63]);MSb=294, LSb=288
276;;288;287;/FEB_CONFIG/ASICS/ASIC3/Channels/Channel15/HG_CTest;HG_CTest;1;0;1;;;0;Switch High Gain input channel to calibration input;
277;;287;286;/FEB_CONFIG/ASICS/ASIC3/Channels/Channel15/LG_CTest;LG_CTest;1;0;1;;;0;Switch Low Gain input channel to calibration input;
278;;286;285;/FEB_CONFIG/ASICS/ASIC3/Channels/Channel15/PA_DIS;PA_DIS;1;0;1;;;0;Disable preamplifier;
279;;285;279;/FEB_CONFIG/ASICS/ASIC3/Channels/Channel16/HG_Gain;HG_Gain;6;0;63;;;0;Preamplifier High Gain (6-bits, [0-63]);MSb=285, LSb=279
280;;279;273;/FEB_CONFIG/ASICS/ASIC3/Channels/Channel16/LG_Gain;LG_Gain;6;0;63;;;0;Preamplifier Low Gain (6-bits, [0-63]);MSb=279, LSb=273
281;;273;272;/FEB_CONFIG/ASICS/ASIC3/Channels/Channel16/HG_CTest;HG_CTest;1;0;1;;;0;Switch High Gain input channel to calibration input;
282;;272;271;/FEB_CONFIG/ASICS/ASIC3/Channels/Channel16/LG_CTest;LG_CTest;1;0;1;;;0;Switch Low Gain input channel to calibration input;
283;;271;270;/FEB_CONFIG/ASICS/ASIC3/Channels/Channel16/PA_DIS;PA_DIS;1;0;1;;;0;Disable preamplifier;
284;;270;264;/FEB_CONFIG/ASICS/ASIC3/Channels/Channel17/HG_Gain;HG_Gain;6;0;63;;;0;Preamplifier High Gain (6-bits, [0-63]);MSb=270, LSb=264
285;;264;258;/FEB_CONFIG/ASICS/ASIC3/Channels/Channel17/LG_Gain;LG_Gain;6;0;63;;;0;Preamplifier Low Gain (6-bits, [0-63]);MSb=264, LSb=258
286;;258;257;/FEB_CONFIG/ASICS/ASIC3/Channels/Channel17/HG_CTest;HG_CTest;1;0;1;;;0;Switch High Gain input channel to calibration input;
287;;257;256;/FEB_CONFIG/ASICS/ASIC3/Channels/Channel17/LG_CTest;LG_CTest;1;0;1;;;0;Switch Low Gain input channel to calibration input;
288;;256;255;/FEB_CONFIG/ASICS/ASIC3/Channels/Channel17/PA_DIS;PA_DIS;1;0;1;;;0;Disable preamplifier;
